Reports,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
 Airspace disease in expected location of right middle lobe also noted on the lateral view to No pleural effusion,,,,,1.0,,,,,,0.0,,,
 Left lung clear,1.0,,,,,,,,,,,,,
 Degenerative changes spine,,,,,,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
Right chest XXXX tip low SVC,1.0,,,,,,,,,,,,,
 Cardiac and mediastinal contours are within normal limits,1.0,0.0,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 Prosthetic right humeral head,1.0,,,,,,,,,,,,,
 Prior lower cervical spine surgery,1.0,,,,,,,,,,,,,
 XXXX deformity at the thoracolumbar junction with an acute kyphosis,,,,,,,,,,,,,,
"No focal consolidation, pneumothorax or definite pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Nodular density projected over the left base with no lateral view correlate XXXX secondary to soft tissue overlay,,,,1.0,,,,,,,,,,
" Heart size and pulmonary vascularity within normal limits, no mediastinal widening characteristic in appearance of vascular injury",1.0,,0.0,,,,,,,,,,,
 No acute osseous injury XXXX demonstrated,1.0,,,,,,,,,,,,,
There are no acute osseous abnormalities,1.0,,,,,,,,,,,,,
 Soft tissues are within normal limits,1.0,,,,,,,,,,,,,
 There is stable enlargement of the heart,,,1.0,,,,,,,,,,,
 Calcific aorta,,,,,,,,,,,,,,
 Stable bilateral calcified granulomas,,,,,,,,,,,,,,
" The lungs are clear bilaterally without focal area of consolidation, pleural effusion, or pneumothorax",1.0,,,,,,0.0,,,0.0,0.0,,,
The heart is normal in size,1.0,,0.0,,,,,,,,,,,
 The mediastinum is unremarkable,1.0,0.0,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
No focal lung consolidation,1.0,,,,,,0.0,,,,,,,
 Heart size and pulmonary vascularity are within normal limits,1.0,,0.0,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 Osseous structures are grossly intact,1.0,,,,,,,,,,,,,
The lungs are clear,1.0,,,,,,,,,,,,,
 There is no pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 The heart and mediastinum are normal,1.0,0.0,0.0,,,,,,,,,,,
 The skeletal structures are normal,1.0,,,,,,,,,,,,,
Mild cardiomegaly is unchanged,,,1.0,,,,,,,,,,,
 Stable superior mediastinal contour which is within normal limits,1.0,0.0,,,,,,,,,,,,
 Bilateral interstitial prominence,,,,,,,,,,,,,,
" No focal airspace consolidation, pleural effusion, or pneumothorax",1.0,,,,,,0.0,,,0.0,0.0,,,
 No acute osseous abnormalities,1.0,,,,,,,,,,,,,
The heart size is normal,1.0,,0.0,,,,,,,,,,,
 Tortuous aorta,1.0,,,,,,,,,,,,,
 Otherwise the mediastinal contour is within normal limits,1.0,0.0,,,,,,,,,,,,
 Low lung volumes,1.0,,,,,,,,,,,,,
 Mild elevation of the right hemidiaphragm,,,,,,,,,,,,,,
 There is streaky opacity within the right lower lobe,,,,,1.0,,,,,,,,,
 There are no nodules or masses,1.0,,,0.0,,,,,,,,,,
 No visible pneumothorax,1.0,,,,,,,,,0.0,,,,
 No visible pleural fluid,1.0,,,,,,,,,,0.0,,,
 The XXXX are grossly normal,1.0,,,,,,,,,,,,,
 There is no visible free intraperitoneal air under the diaphragm,1.0,,,,,,,,,,,,,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size,1.0,0.0,,,,,,,,,,,,
" The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion",1.0,,,,0.0,,,,,0.0,0.0,,,
 There are no acute bony findings,1.0,,,,,,,,,,,,,
The mediastinal and hilar lymph XXXX are less prominent than previously,,,,,,,,,,,,,,
 Heart size remains normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
There is an irregular opacity projecting over the left apex,,,,,1.0,,,,,,,,,
 Additionally there is a more inferior left upper lobe opacity measuring approximately 6 mm in diameter,,,,,1.0,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 No pleural effusions,1.0,,,,,,,,,,0.0,,,
 Heart size is normal limits,1.0,,0.0,,,,,,,,,,,
 Degenerative changes thoracic spine,,,,,,,,,,,,,,
The heart and lungs have XXXX XXXX in the interval,,,1.0,,,,,,,,,,,
 Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
 Note XXXX of placement of a retention XXXX in the lower cervical spine,1.0,,,,,,,,,,,,,
The heart and lungs have XXXX XXXX in the interval,,,1.0,,,,,,,,,,,
 Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
 Note XXXX of placement of a retention XXXX in the lower cervical spine,1.0,,,,,,,,,,,,,
The heart and lungs have XXXX XXXX in the interval,,,1.0,,,,,,,,,,,
 Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
 Note XXXX of placement of a retention XXXX in the lower cervical spine,1.0,,,,,,,,,,,,,
Single view of chest was obtained in AP projection,1.0,,,,,,,,,,,,,
 Limited study secondary to body habitus,1.0,,,,,,,,,,,,,
 The cardiomediastinal silhouette is not enlarged,1.0,0.0,,,,,,,,,,,,
 Lungs demonstrate no focal infiltrates,1.0,,,,0.0,,,,,,,,,
 There is no effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
There is stable prominence of the pulmonary interstitium,,,,,,,,,,,,,,
" XXXX and fluid containing density seen adjacent to the heart is stable, most consistent with a moderate sized hiatal hernia",,,1.0,,,,,,,,,,,
" There is stable tortuosity and/or ectasia of the thoracic aorta, with calcification of the aortic XXXX",,,,,,,,,,,,,,
" No pleural effusion, focal airspace disease or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
" Stable exaggerated kyphosis of the thoracic spine, stable anterior wedge deformities of at XXXX 2 thoracic vertebral bodies at the apex of the kyphotic curvature",,,,,,,,,,,,,,
 Diffuse osteopenia,,,,,,,,,,,,,,
There is stable prominence of the pulmonary interstitium,,,,,,,,,,,,,,
" XXXX and fluid containing density seen adjacent to the heart is stable, most consistent with a moderate sized hiatal hernia",,,1.0,,,,,,,,,,,
" There is stable tortuosity and/or ectasia of the thoracic aorta, with calcification of the aortic XXXX",,,,,,,,,,,,,,
" No pleural effusion, focal airspace disease or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
" Stable exaggerated kyphosis of the thoracic spine, stable anterior wedge deformities of at XXXX 2 thoracic vertebral bodies at the apex of the kyphotic curvature",,,,,,,,,,,,,,
 Diffuse osteopenia,,,,,,,,,,,,,,
Consolidation and costophrenic XXXX blunting persists in both lower lobes,,,,,,,1.0,,,,,,,
 Heart and pulmonary XXXX remain normal,1.0,,,,,,,,,,,,,
 No XXXX infiltrates,1.0,,,,0.0,,,,,,,,,
Consolidation and costophrenic XXXX blunting persists in both lower lobes,,,,,,,1.0,,,,,,,
 Heart and pulmonary XXXX remain normal,1.0,,,,,,,,,,,,,
 No XXXX infiltrates,1.0,,,,0.0,,,,,,,,,
The cardiomediastinal silhouette is normal in size and contour,1.0,0.0,,,,,,,,,,,,
" Hyperexpanded lungs, without focal consolidation, pneumothorax or large pleural effusion",,,,,,,0.0,,,-1.0,-1.0,,,
 XXXX right upper lobe scarring/atelectasis,,,,,-1.0,,,,-1.0,,,,,
 Aortic calcifications,,,,,,,,,,,,,,
No focal consolidation,1.0,,,,,,0.0,,,,,,,
 No visualized pneumothorax,1.0,,,,,,,,,0.0,,,,
 Heart size is normal,1.0,,0.0,,,,,,,,,,,
 Cardiac and mediastinal silhouette is grossly unremarkable,1.0,0.0,,,,,,,,,,,,
The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size,1.0,0.0,,,,,,,,,,,,
" The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion",1.0,,,,0.0,,,,,0.0,0.0,,,
 There are no acute bony findings,1.0,,,,,,,,,,,,,
The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size,1.0,0.0,,,,,,,,,,,,
" The lungs are clear of focal airspace disease, pneumothorax, or pleural effusion",1.0,,,,0.0,,,,,0.0,0.0,,,
 There are no acute bony findings,1.0,,,,,,,,,,,,,
The heart size is within normal limits,1.0,,0.0,,,,,,,,,,,
 Prominent right paratracheal soft tissues XXXX representing adenopathy,,,,,,,,,,,,,,
" No focal airspace consolidation, pleural effusions or pneumothorax",1.0,,,,,,0.0,,,0.0,0.0,,,
 No acute bony abnormalities,1.0,,,,,,,,,,,,,
Moderate cardiomegaly,,,1.0,,,,,,,,,,,
" Mild bilateral costophrenic XXXX blunting and fissural thickening, interstitial opacities greatest in the central lungs and bases with indistinct vascular margination",,,,,1.0,,,,,,,,,
 Dense right lower lobe nodule and right hilar calcifications suggest a previous granulomatous process,,,,1.0,,,,,,,,,,
Frontal and lateral views of the chest show normal size and configuration of the cardiac silhouette,1.0,,0.0,,,,,,,,,,,
 The right costophrenic sulcus is blunted,,,,,,,,,,,,,,
 There is an the right base XXXX/fluid level,1.0,,,,,,,,,,,,,
 The left lung is clear,1.0,,,,,,,,,,,,,
The heart is normal in size and contour,1.0,0.0,0.0,,,,,,,,,,,
 There is no mediastinal widening,1.0,,,,,,,,,,,,,
 The lungs are hyperexpanded,1.0,,,,,,,,,,,,,
 No focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No large pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Exaggerated kyphosis,,,,,,,,,,,,,,
Normal cardiomediastinal contours,1.0,0.0,,,,,,,,,,,,
 No pneumothorax or large pleural effusions,1.0,,,,,,,,,0.0,0.0,,,
 Small focal retrocardiac lung opacity,,,,,1.0,,,,,,,,,
Normal cardiomediastinal contours,1.0,0.0,,,,,,,,,,,,
 No pneumothorax or large pleural effusions,1.0,,,,,,,,,0.0,0.0,,,
 Small focal retrocardiac lung opacity,,,,,1.0,,,,,,,,,
Cardiac silhouette within normal limits,1.0,,0.0,,,,,,,,,,,
 Central pulmonary vasculature is not engorged,1.0,,,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 Visualized osseous structures are unremarkable,1.0,,,,,,,,,,,,,
 No edema or focal consolidation in the lungs,1.0,,,,,0.0,0.0,,,,,,,
Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
Normal heart size and mediastinal contours,1.0,0.0,0.0,,,,,,,,,,,
 No focal airspace consolidation,1.0,,,,,,0.0,,,,,,,
 Tracheostomy tip approximately 5 cm above the carina,,,,,,,,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
"Lungs are clear bilaterally with no focal infiltrate, pleural effusion, or pneumothoraces",1.0,,,,0.0,,,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 No acute bony or soft tissue abnormality,1.0,,,,,,,,,,,,,
Heart size and mediastinal contour are normal,1.0,0.0,0.0,,,,,,,,,,,
 Pulmonary vascularity is normal,1.0,,,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 No pleural effusions or pneumothoraces,1.0,,,,,,,,,0.0,0.0,,,
" There is a mild anterior wedge XXXX deformity of L1, age-indeterminate",,,,,,,,,,,,,,
Heart size and pulmonary vasculature are normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 No pneumothorax large effusion,1.0,,,,,,,,,0.0,0.0,,,
 No acute bony abnormality,1.0,,,,,,,,,,,,,
Heart size and pulmonary vasculature are normal,1.0,,0.0,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 No pneumothorax large effusion,1.0,,,,,,,,,0.0,0.0,,,
 No acute bony abnormality,1.0,,,,,,,,,,,,,
Postsurgical changes of the right chest,1.0,,,,,,,,,,,,,
 Mild elevation of the right hemidiaphragm,,,,,,,,,,,,,,
 Lungs are clear without focal airspace disease,1.0,,,,0.0,,,,,,,,,
 No pleural effusions or pneumothoraces,1.0,,,,,,,,,0.0,0.0,,,
 Heart and mediastinum of normal size and contour,,1.0,,,,,,,,,,,,
 Degenerative changes in the spine,,,,,,,,,,,,,,
The cardiomediastinal silhouette and pulmonary vasculature are within normal limits in size,1.0,0.0,,,,,,,,,,,,
 Lungs are mildly hypoinflated with minimal streaky atelectasis or scar in the lung bases,,,,,-1.0,,,,-1.0,,,,,
 Lungs are otherwise grossly clear of focal airspace disease,1.0,,,,0.0,,,,,,,,,
 There is a stable calcified granuloma in the posterior left midlung,,,,,,,,,,,,,,
 There is no pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 There are no acute bony findings,1.0,,,,,,,,,,,,,
Mediastinal contours are normal,1.0,0.0,,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 There is no pneumothorax or large pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
Mediastinal contours are normal,1.0,0.0,,,,,,,,,,,,
 Lungs are clear,1.0,,,,,,,,,,,,,
 There is no pneumothorax or large pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
The cardiomediastinal silhouette is normal in size and contour,1.0,0.0,,,,,,,,,,,,
" No focal consolidation, pneumothorax or large pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
" Interval placement of right humeral prosthesis, incompletely evaluated",1.0,,,,,,,,,,,,,
 Incompletely evaluated the lumbar spine fusion XXXX,1.0,,,,,,,,,,,,,
 XXXX cholecystectomy,1.0,,,,,,,,,,,,,
"Heart size within normal limits, stable mediastinal and hilar contours",,1.0,0.0,,,,,,,,,,,
" No focal alveolar consolidation, no definite pleural effusion seen",1.0,,,,,,0.0,,,,0.0,,,
 No typical findings of pulmonary edema,1.0,,,,,0.0,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
Heart size is normal,1.0,,0.0,,,,,,,,,,,
 Prior calcified granulomatous disease,,,,,,,,,,,,,,
" On the lateral view in the anterior costophrenic XXXX, there is a 2",1.0,,,,,,,,,,,,,
1 x 2 cm nodular density which seems to be present previously but is more nodular in appearance on this examination,,,,1.0,,,,,,,,,,
 No pleural effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
 Endplate degenerative changes of the thoracolumbar spine and mild scoliosis are unchanged,,,,,,,,,,,,,,1.0
Lungs are clear,1.0,,,,,,,,,,,,,
 No focal infiltrate or effusion,1.0,,,,0.0,,,,,,0.0,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 Heart and mediastinal contours within normal limits,,1.0,,,,,,,,,,,,
 There are significant degenerative changes of the thoracic spine,,,,,,,,,,,,,,
The heart is normal in size and contour,1.0,0.0,0.0,,,,,,,,,,,
" The lungs are clear, without evidence of infiltrate",1.0,,,,0.0,,,,,,,,,
 There is no pneumothorax or effusion,1.0,,,,,,,,,0.0,0.0,,,
XXXX sternotomy XXXX remain in XXXX,1.0,,,,,,,,,,,,,
 The cardiomediastinal silhouette is within normal limits for appearance,1.0,0.0,,,,,,,,,,,,
 No focal areas of pulmonary consolidation,1.0,,,,,,0.0,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
 No pleural effusion,1.0,,,,,,,,,,0.0,,,
 Minimal degenerative changes of the thoracic spine,,,,,,,,,,,,,,
"Moderate-to-marked enlargement of the cardiac silhouette, mediastinal contours appear similar to prior",,1.0,1.0,,,,,,,,,,,
" Mild bilateral posterior sulcus blunting, interstitial and alveolar opacities greatest in the central lungs and bases with indistinct vascular margination",,,,,1.0,,,,,,,,,
The cardiomediastinal silhouette is within normal limits for size and contour,1.0,0.0,,,,,,,,,,,,
" The lungs are normally inflated without evidence of focal airspace disease, pleural effusion, or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
 Osseous structures are within normal limits for patient age,1.0,,,,,,,,,,,,,
The cardiomediastinal silhouette is within normal limits of size and appearance,1.0,0.0,,,,,,,,,,,,
 The pulmonary vascularity is unremarkable,1.0,,,,,,,,,,,,,
 Lungs are expanded and clear of airspace disease,1.0,,,,0.0,,,,,,,,,
 Negative for pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
" There is mild midthoracic dextroscoliosis, with the XXXX XXXX otherwise grossly intact",,,,,,,,,,,,,,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
The lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardio mediastinal silhouette is unremarkable,1.0,0.0,,,,,,,,,,,,
 Visualized osseous structures of the thorax are without acute abnormality,1.0,,,,,,,,,,,,,
The lungs and pleural spaces show no acute abnormality,1.0,,,,,,,,,,,,,
 Heart size and pulmonary vascularity within normal limits,1.0,,0.0,,,,,,,,,,,
Mild cardiomegaly,,,1.0,,,,,,,,,,,
 Pulmonary vasculature is within normal limits,1.0,,,,,,,,,,,,,
 Costophrenic XXXX are XXXX,1.0,,,,,,,,,,,,,
 There is increased kyphotic curvature of the thoracic spine,1.0,,,,,,,,,,,,,
" Within the heart XXXX, there is a small area of oval-shaped density measuring 2",,,,,,,,,,,,,,
2 x 1,1.0,,,,,,,,,,,,,
6 cm without correction for magnification,1.0,,,,,,,,,,,,,
 There is a calcified lymph node in the right hilum,,,,,,,,,,,,,,
 No pneumothorax,1.0,,,,,,,,,0.0,,,,
Surgical clips within the right upper quadrant,1.0,,,,,,,,,,,,,
 Lungs are clear bilaterally,1.0,,,,,,,,,,,,,
" There is no focal consolidation, pleural effusion, or pneumothoraces",1.0,,,,,,0.0,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 XXXX are unremarkable,1.0,,,,,,,,,,,,,
"No focal airspace disease, pleural effusion or pneumothorax",1.0,,,,0.0,,,,,0.0,0.0,,,
 Cardiomediastinal silhouette is within normal limits,1.0,0.0,,,,,,,,,,,,
 There are prominent lateral osteophytes along the right aspect of the mid thoracic spine which are stable,,,,,,,,,,,,,,
 No free subdiaphragmatic air,1.0,,,,,,,,,,,,,
"The lungs are clear, and without focal airspace opacity",1.0,,,,0.0,,,,,,,,,
" The cardiomediastinal silhouette is normal in size and contour, and stable",1.0,0.0,,,,,,,,,,,,
 There is no pneumothorax or large pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
 XXXX foreign body in the posterior soft tissues appear stable,1.0,,,,,,,,,,,,,
"Borderline cardiomegaly, XXXX at XXXX partially accentuated by low lung volumes",,,1.0,,,,,,,,,,,
 Right upper lobe calcified granuloma,,,,,,,,,,,,,,
" No focal consolidation, pneumothorax or large pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Negative for acute bone abnormality,1.0,,,,,,,,,,,,,
Heart size and mediastinal contour are within normal limits,1.0,0.0,0.0,,,,,,,,,,,
 Pulmonary vascularity is normal,1.0,,,,,,,,,,,,,
" No focal consolidation, large pleural effusion, or pneumothorax",1.0,,,,,,0.0,,,0.0,0.0,,,
 The visualized osseous structures appear intact,1.0,,,,,,,,,,,,,
There is redemonstration of an AICD in the left chest wall with intact stable XXXX placement,1.0,,,,,,,,,,,,,1.0
 There are multiple intact XXXX sternotomy XXXX,1.0,,,,,,,,,,,,,
 There is persistent enlargement of cardiac silhouette,,,1.0,,,,,,,,,,,
 Mediastinal silhouette appears unremarkable,1.0,0.0,,,,,,,,,,,,
 There is elevation of the left hemidiaphragm,,,,,,,,,,,,,,
" No visible pneumothorax, focal airspace opacity, or pleural effusion is seen",1.0,,,,0.0,,,,,0.0,0.0,,,
 No visible free air under the diaphragm,1.0,,,,,,,,,,,,,
 Redemonstration of degenerative change in the thoracic spine,,,,,,,,,,,,,,
Cardiomediastinal silhouettes are within normal limits,1.0,0.0,,,,,,,,,,,,
" Lungs are clear without focal consolidation, pneumothorax, or pleural effusion",1.0,,,,,,0.0,,,0.0,0.0,,,
 Bony thorax is unremarkable,1.0,,,,,,,,,,,,,
XXXX XXXX and lateral chest examination was obtained,1.0,,,,,,,,,,,,,
 The heart silhouette and mediastinal contours are not enlarged,,1.0,1.0,,,,,,,,,,,
 There is calcified mediastinal lymph XXXX,,,,,,,,,,,,,,
 Lungs demonstrate no acute findings,1.0,,,,,,,,,,,,,
 There is no effusion or pneumothorax,1.0,,,,,,,,,0.0,0.0,,,
Heart size and mediastinal contours appear within normal limits,,1.0,0.0,,,,,,,,,,,
 Pulmonary vascularity is within normal limits,1.0,,,,,,,,,,,,,
" No focal consolidation, suspicious pulmonary opacity, pneumothorax or definite pleural effusion",1.0,,,,0.0,,0.0,,,0.0,0.0,,,
 Mild degenerative changes of the thoracic spine,,,,,,,,,,,,,,
The heart and lungs have XXXX XXXX in the interval,,,1.0,,,,,,,,,,,
 Both lungs are clear and expanded,1.0,,,,,,,,,,,,,
 Heart and mediastinum normal,1.0,0.0,,,,,,,,,,,,
The cardiomediastinal silhouette is normal in size in appearance and stable from XXXX,1.0,0.0,,,,,,,,,,,,
 The lungs are clear,1.0,,,,,,,,,,,,,
 Soft tissues and bony structures are unremarkable,1.0,,,,,,,,,,,,,
 No pneumothorax or pleural effusion,1.0,,,,,,,,,0.0,0.0,,,
Heart size and mediastinal contour are normal,1.0,0.0,0.0,,,,,,,,,,,
 Pulmonary vascularity is normal,1.0,,,,,,,,,,,,,
 There are residuals of prior granulomatous infection,,,,,,,,1.0,,,,,,
 Lungs otherwise clear,1.0,,,,,,,,,,,,,
 No pleural effusions or pneumothoraces,1.0,,,,,,,,,0.0,0.0,,,
